05_V_A_Ang,05_V_A_Mag,05_V_B_Ang,05_V_B_Mag,05_V_C_Ang,05_V_C_Mag,05_V_D_Ang,05_V_D_Mag
-0.24175,1.27E+05,0,0,-0.24175,1.27E+05,-0.24175,1.27E+05
-0.24028,1.27E+05,0,0,-0.24028,1.27E+05,-0.24028,1.27E+05
-0.23879,1.27E+05,0,0,-0.23879,1.27E+05,-0.23879,1.27E+05
-0.23732,1.27E+05,0,0,-0.23732,1.27E+05,-0.23732,1.27E+05
-0.23581,1.27E+05,0,0,-0.23581,1.27E+05,-0.23581,1.27E+05
-0.23429,1.27E+05,0,0,-0.23429,1.27E+05,-0.23429,1.27E+05
-0.23279,1.27E+05,0,0,-0.23279,1.27E+05,-0.23279,1.27E+05
-0.23132,1.27E+05,0,0,-0.23132,1.27E+05,-0.23132,1.27E+05
-0.22991,1.27E+05,0,0,-0.22991,1.27E+05,-0.22991,1.27E+05
-0.22862,1.27E+05,0,0,-0.22862,1.27E+05,-0.22862,1.27E+05
-0.22743,1.27E+05,0,0,-0.22743,1.27E+05,-0.22743,1.27E+05
-0.22636,1.27E+05,0,0,-0.22636,1.27E+05,-0.22636,1.27E+05
-0.22533,1.27E+05,0,0,-0.22533,1.27E+05,-0.22533,1.27E+05
-0.22419,1.27E+05,0,0,-0.22419,1.27E+05,-0.22419,1.27E+05
-0.22288,1.27E+05,0,0,-0.22288,1.27E+05,-0.22288,1.27E+05
-0.22143,1.27E+05,0,0,-0.22143,1.27E+05,-0.22143,1.27E+05
-0.21993,1.27E+05,0,0,-0.21993,1.27E+05,-0.21993,1.27E+05
-0.21846,1.27E+05,0,0,-0.21846,1.27E+05,-0.21846,1.27E+05
-0.21705,1.27E+05,0,0,-0.21705,1.27E+05,-0.21705,1.27E+05
-0.21568,1.27E+05,0,0,-0.21568,1.27E+05,-0.21568,1.27E+05
-0.21433,1.27E+05,0,0,-0.21433,1.27E+05,-0.21433,1.27E+05
-0.21308,1.27E+05,0,0,-0.21308,1.27E+05,-0.21308,1.27E+05
-0.21193,1.27E+05,0,0,-0.21193,1.27E+05,-0.21193,1.27E+05
-0.21073,1.27E+05,0,0,-0.21073,1.27E+05,-0.21073,1.27E+05
-0.20943,1.27E+05,0,0,-0.20943,1.27E+05,-0.20943,1.27E+05
-0.208,1.27E+05,0,0,-0.208,1.27E+05,-0.208,1.27E+05
-0.20646,1.27E+05,0,0,-0.20646,1.27E+05,-0.20646,1.27E+05
-0.20506,1.27E+05,0,0,-0.20506,1.27E+05,-0.20506,1.27E+05
-0.20383,1.27E+05,0,0,-0.20383,1.27E+05,-0.20383,1.27E+05
-0.20276,1.27E+05,0,0,-0.20276,1.27E+05,-0.20276,1.27E+05
-0.20169,1.27E+05,0,0,-0.20169,1.27E+05,-0.20169,1.27E+05
-0.20053,1.27E+05,0,0,-0.20053,1.27E+05,-0.20053,1.27E+05
-0.19929,1.27E+05,0,0,-0.19929,1.27E+05,-0.19929,1.27E+05
-0.19798,1.27E+05,0,0,-0.19798,1.27E+05,-0.19798,1.27E+05
-0.19671,1.27E+05,0,0,-0.19671,1.27E+05,-0.19671,1.27E+05
-0.19544,1.27E+05,0,0,-0.19544,1.27E+05,-0.19544,1.27E+05
-0.19408,1.27E+05,0,0,-0.19408,1.27E+05,-0.19408,1.27E+05
-0.19268,1.27E+05,0,0,-0.19268,1.27E+05,-0.19268,1.27E+05
-0.19126,1.27E+05,0,0,-0.19126,1.27E+05,-0.19126,1.27E+05
-0.18992,1.27E+05,0,0,-0.18992,1.27E+05,-0.18992,1.27E+05
-0.18861,1.27E+05,0,0,-0.18861,1.27E+05,-0.18861,1.27E+05
-0.18731,1.27E+05,0,0,-0.18731,1.27E+05,-0.18731,1.27E+05
-0.18592,1.27E+05,0,0,-0.18592,1.27E+05,-0.18592,1.27E+05
-0.18454,1.27E+05,0,0,-0.18454,1.27E+05,-0.18454,1.27E+05
-0.18335,1.27E+05,0,0,-0.18335,1.27E+05,-0.18335,1.27E+05
-0.18226,1.27E+05,0,0,-0.18226,1.27E+05,-0.18226,1.27E+05
-0.18124,1.27E+05,0,0,-0.18124,1.27E+05,-0.18124,1.27E+05
-0.18017,1.27E+05,0,0,-0.18017,1.27E+05,-0.18017,1.27E+05
-0.17893,1.27E+05,0,0,-0.17893,1.27E+05,-0.17893,1.27E+05
-0.17773,1.27E+05,0,0,-0.17773,1.27E+05,-0.17773,1.27E+05
-0.17664,1.27E+05,0,0,-0.17664,1.27E+05,-0.17664,1.27E+05
-0.17555,1.27E+05,0,0,-0.17555,1.27E+05,-0.17555,1.27E+05
-0.17444,1.27E+05,0,0,-0.17444,1.27E+05,-0.17444,1.27E+05
-0.17313,1.27E+05,0,0,-0.17313,1.27E+05,-0.17313,1.27E+05
-0.17163,1.27E+05,0,0,-0.17163,1.27E+05,-0.17163,1.27E+05
-0.1701,1.27E+05,0,0,-0.1701,1.27E+05,-0.1701,1.27E+05
-0.16868,1.27E+05,0,0,-0.16868,1.27E+05,-0.16868,1.27E+05
-0.16752,1.27E+05,0,0,-0.16752,1.27E+05,-0.16752,1.27E+05
-0.16659,1.27E+05,0,0,-0.16659,1.27E+05,-0.16659,1.27E+05
-0.16572,1.27E+05,0,0,-0.16572,1.27E+05,-0.16572,1.27E+05
-0.16471,1.27E+05,0,0,-0.16471,1.27E+05,-0.16471,1.27E+05
-0.16347,1.27E+05,0,0,-0.16347,1.27E+05,-0.16347,1.27E+05
-0.16206,1.27E+05,0,0,-0.16206,1.27E+05,-0.16206,1.27E+05
-0.16057,1.27E+05,0,0,-0.16057,1.27E+05,-0.16057,1.27E+05
-0.1592,1.27E+05,0,0,-0.1592,1.27E+05,-0.1592,1.27E+05
-0.158,1.27E+05,0,0,-0.158,1.27E+05,-0.158,1.27E+05
-0.15689,1.27E+05,0,0,-0.15689,1.27E+05,-0.15689,1.27E+05
-0.15582,1.27E+05,0,0,-0.15582,1.27E+05,-0.15582,1.27E+05
-0.15468,1.27E+05,0,0,-0.15468,1.27E+05,-0.15468,1.27E+05
-0.15339,1.27E+05,0,0,-0.15339,1.27E+05,-0.15339,1.27E+05
-0.15204,1.27E+05,0,0,-0.15204,1.27E+05,-0.15204,1.27E+05
-0.15074,1.27E+05,0,0,-0.15074,1.27E+05,-0.15074,1.27E+05
-0.14951,1.27E+05,0,0,-0.14951,1.27E+05,-0.14951,1.27E+05
-0.14835,1.27E+05,0,0,-0.14835,1.27E+05,-0.14835,1.27E+05
-0.14718,1.27E+05,0,0,-0.14718,1.27E+05,-0.14718,1.27E+05
-0.14591,1.27E+05,0,0,-0.14591,1.27E+05,-0.14591,1.27E+05
-0.14452,1.27E+05,0,0,-0.14452,1.27E+05,-0.14452,1.27E+05
-0.14309,1.27E+05,0,0,-0.14309,1.27E+05,-0.14309,1.27E+05
-0.14168,1.27E+05,0,0,-0.14168,1.27E+05,-0.14168,1.27E+05
-0.14039,1.27E+05,0,0,-0.14039,1.27E+05,-0.14039,1.27E+05
-0.13931,1.27E+05,0,0,-0.13931,1.27E+05,-0.13931,1.27E+05
-0.13842,1.27E+05,0,0,-0.13842,1.27E+05,-0.13842,1.27E+05
-0.1376,1.27E+05,0,0,-0.1376,1.27E+05,-0.1376,1.27E+05
-0.13673,1.27E+05,0,0,-0.13673,1.27E+05,-0.13673,1.27E+05
-0.13566,1.27E+05,0,0,-0.13566,1.27E+05,-0.13566,1.27E+05
-0.1344,1.27E+05,0,0,-0.1344,1.27E+05,-0.1344,1.27E+05
-0.133,1.27E+05,0,0,-0.133,1.27E+05,-0.133,1.27E+05
-0.1316,1.27E+05,0,0,-0.1316,1.27E+05,-0.1316,1.27E+05
-0.13029,1.27E+05,0,0,-0.13029,1.27E+05,-0.13029,1.27E+05
-0.12909,1.27E+05,0,0,0,0,-0.12909,1.27E+05
-0.12713,1.27E+05,0,0,0,0,-0.12713,1.27E+05
-0.12185,1.27E+05,0,0,0,0,-0.12185,1.27E+05
-0.10933,1.28E+05,0,0,0,0,-0.10933,1.28E+05
-0.088759,1.30E+05,0,0,0,0,-0.088759,1.30E+05
-0.061968,1.32E+05,0,0,0,0,-0.061968,1.32E+05
-0.033501,1.34E+05,0,0,0,0,-0.033501,1.34E+05
-0.010485,1.35E+05,0,0,0,0,-0.010485,1.35E+05
0.005439,1.36E+05,0,0,0,0,0.005439,1.36E+05
0.014873,1.36E+05,0,0,0,0,0.014873,1.36E+05
0.019587,1.36E+05,0,0,0,0,0.019587,1.36E+05
0.02308,1.36E+05,0,0,0,0,0.02308,1.36E+05
0.026305,1.36E+05,0,0,0,0,0.026305,1.36E+05
0.029431,1.36E+05,0,0,0,0,0.029431,1.36E+05
0.032543,1.36E+05,0,0,0,0,0.032543,1.36E+05
0.035673,1.35E+05,0,0,0,0,0.035673,1.35E+05
0.038849,1.35E+05,0,0,0,0,0.038849,1.35E+05
0.042098,1.35E+05,0,0,0,0,0.042098,1.35E+05
0.045449,1.35E+05,0,0,0,0,0.045449,1.35E+05
0.048928,1.35E+05,0,0,0,0,0.048928,1.35E+05
0.052563,1.35E+05,0,0,0,0,0.052563,1.35E+05
0.056375,1.35E+05,0,0,0,0,0.056375,1.35E+05
0.060388,1.35E+05,0,0,0,0,0.060388,1.35E+05
0.06462,1.35E+05,0,0,0,0,0.06462,1.35E+05
0.069091,1.35E+05,0,0,0,0,0.069091,1.35E+05
0.073815,1.35E+05,0,0,0,0,0.073815,1.35E+05
0.078806,1.34E+05,0,0,0,0,0.078806,1.34E+05
0.084074,1.34E+05,0,0,0,0,0.084074,1.34E+05
0.089627,1.34E+05,0,0,0,0,0.089627,1.34E+05
0.095471,1.34E+05,0,0,0,0,0.095471,1.34E+05
0.10161,1.35E+05,0,0,0,0,0.10161,1.35E+05
0.10805,1.35E+05,0,0,0,0,0.10805,1.35E+05
0.11478,1.35E+05,0,0,0,0,0.11478,1.35E+05
0.1218,1.35E+05,0,0,0,0,0.1218,1.35E+05
0.12912,1.35E+05,0,0,0,0,0.12912,1.35E+05
0.13671,1.35E+05,0,0,0,0,0.13671,1.35E+05
0.14458,1.35E+05,0,0,0,0,0.14458,1.35E+05
0.15272,1.35E+05,0,0,0,0,0.15272,1.35E+05
0.16111,1.36E+05,0,0,0,0,0.16111,1.36E+05
0.16974,1.36E+05,0,0,0,0,0.16974,1.36E+05
0.17861,1.36E+05,0,0,0,0,0.17861,1.36E+05
0.1877,1.36E+05,0,0,0,0,0.1877,1.36E+05
0.197,1.36E+05,0,0,0,0,0.197,1.36E+05
0.2065,1.37E+05,0,0,0,0,0.2065,1.37E+05
0.21618,1.37E+05,0,0,0,0,0.21618,1.37E+05
0.22604,1.37E+05,0,0,0,0,0.22604,1.37E+05
0.23605,1.37E+05,0,0,0,0,0.23605,1.37E+05
0.2462,1.38E+05,0,0,0,0,0.2462,1.38E+05
0.2565,1.38E+05,0,0,0,0,0.2565,1.38E+05
0.26692,1.38E+05,0,0,0,0,0.26692,1.38E+05
0.27747,1.39E+05,0,0,0,0,0.27747,1.39E+05
0.28813,1.39E+05,0,0,0,0,0.28813,1.39E+05
0.29889,1.39E+05,0,0,0,0,0.29889,1.39E+05
0.30975,1.39E+05,0,0,0,0,0.30975,1.39E+05
0.32071,1.39E+05,0,0,0,0,0.32071,1.39E+05
0.33175,1.40E+05,0,0,0,0,0.33175,1.40E+05
0.34288,1.40E+05,0,0,0,0,0.34288,1.40E+05
0.35409,1.40E+05,0,0,0,0,0.35409,1.40E+05
0.36537,1.40E+05,0,0,0,0,0.36537,1.40E+05
0.37674,1.40E+05,0,0,0,0,0.37674,1.40E+05
0.38817,1.41E+05,0,0,0,0,0.38817,1.41E+05
0.39969,1.41E+05,0,0,0,0,0.39969,1.41E+05
0.41127,1.41E+05,0,0,0,0,0.41127,1.41E+05
0.42293,1.41E+05,0,0,0,0,0.42293,1.41E+05
0.43466,1.41E+05,0,0,0,0,0.43466,1.41E+05
0.44647,1.41E+05,0,0,0,0,0.44647,1.41E+05
0.45835,1.42E+05,0,0,0,0,0.45835,1.42E+05
0.47031,1.42E+05,0,0,0,0,0.47031,1.42E+05
0.48235,1.42E+05,0,0,0,0,0.48235,1.42E+05
0.49447,1.42E+05,0,0,0,0,0.49447,1.42E+05
0.50668,1.42E+05,0,0,0,0,0.50668,1.42E+05
0.51897,1.42E+05,0,0,0,0,0.51897,1.42E+05
0.53135,1.42E+05,0,0,0,0,0.53135,1.42E+05
0.54382,1.42E+05,0,0,0,0,0.54382,1.42E+05
0.55638,1.43E+05,0,0,0,0,0.55638,1.43E+05
0.56904,1.43E+05,0,0,0,0,0.56904,1.43E+05
0.58179,1.43E+05,0,0,0,0,0.58179,1.43E+05
0.59464,1.43E+05,0,0,0,0,0.59464,1.43E+05
0.6076,1.43E+05,0,0,0,0,0.6076,1.43E+05
0.62065,1.43E+05,0,0,0,0,0.62065,1.43E+05
0.63381,1.43E+05,0,0,0,0,0.63381,1.43E+05
0.64708,1.43E+05,0,0,0,0,0.64708,1.43E+05
0.66045,1.43E+05,0,0,0,0,0.66045,1.43E+05
0.67393,1.43E+05,0,0,0,0,0.67393,1.43E+05
0.68752,1.43E+05,0,0,0,0,0.68752,1.43E+05
0.70122,1.44E+05,0,0,0,0,0.70122,1.44E+05
0.71502,1.44E+05,0,0,0,0,0.71502,1.44E+05
0.72894,1.44E+05,0,0,0,0,0.72894,1.44E+05
0.74297,1.44E+05,0,0,0,0,0.74297,1.44E+05
0.75711,1.44E+05,0,0,0,0,0.75711,1.44E+05
0.77135,1.44E+05,0,0,0,0,0.77135,1.44E+05
0.78571,1.44E+05,0,0,0,0,0.78571,1.44E+05
0.80018,1.44E+05,0,0,0,0,0.80018,1.44E+05
0.81475,1.44E+05,0,0,0,0,0.81475,1.44E+05
0.82943,1.44E+05,0,0,0,0,0.82943,1.44E+05
0.84422,1.45E+05,0,0,0,0,0.84422,1.45E+05
0.85911,1.45E+05,0,0,0,0,0.85911,1.45E+05
0.8741,1.45E+05,0,0,0,0,0.8741,1.45E+05
0.8892,1.45E+05,0,0,0,0,0.8892,1.45E+05
0.90439,1.45E+05,0,0,0,0,0.90439,1.45E+05
0.91969,1.45E+05,0,0,0,0,0.91969,1.45E+05
0.93508,1.45E+05,0,0,0,0,0.93508,1.45E+05
0.95057,1.45E+05,0,0,0,0,0.95057,1.45E+05
0.96616,1.45E+05,0,0,0,0,0.96616,1.45E+05
0.98184,1.45E+05,0,0,0,0,0.98184,1.45E+05
0.99761,1.46E+05,0,0,0,0,0.99761,1.46E+05
1.0135,1.46E+05,0,0,0,0,1.0135,1.46E+05
1.0294,1.46E+05,0,0,0,0,1.0294,1.46E+05
1.0455,1.46E+05,0,0,0,0,1.0455,1.46E+05
1.0616,1.46E+05,0,0,0,0,1.0616,1.46E+05
1.0778,1.46E+05,0,0,0,0,1.0778,1.46E+05
1.0941,1.46E+05,0,0,0,0,1.0941,1.46E+05
1.1104,1.46E+05,0,0,0,0,1.1104,1.46E+05
1.1269,1.46E+05,0,0,0,0,1.1269,1.46E+05
1.1434,1.46E+05,0,0,0,0,1.1434,1.46E+05
1.16,1.47E+05,0,0,0,0,1.16,1.47E+05
1.1767,1.47E+05,0,0,0,0,1.1767,1.47E+05
1.1935,1.47E+05,0,0,0,0,1.1935,1.47E+05
2.5863,93446,2.5863,93446,2.5863,93446,-2.3603,1.48E+05
2.5859,93342,2.5859,93342,2.5859,93342,-2.3186,1.48E+05
2.5854,93249,2.5854,93249,2.5854,93249,-2.2764,1.48E+05
2.5849,93154,2.5849,93154,2.5849,93154,-2.2336,1.48E+05
2.5842,93058,2.5842,93058,2.5842,93058,-2.1905,1.49E+05
2.5834,92967,2.5834,92967,2.5834,92967,-2.1468,1.49E+05
2.5823,92888,2.5823,92888,2.5823,92888,-2.1027,1.49E+05
2.5812,92818,2.5812,92818,2.5812,92818,-2.0581,1.49E+05
2.5799,92754,2.5799,92754,2.5799,92754,-2.013,1.49E+05
2.5785,92702,2.5785,92702,2.5785,92702,-1.9674,1.49E+05
2.577,92656,2.577,92656,2.577,92656,-1.9214,1.50E+05
2.5755,92618,2.5755,92618,2.5755,92618,-1.8749,1.50E+05
2.574,92578,2.574,92578,2.574,92578,-1.828,1.50E+05
2.5725,92516,2.5725,92516,2.5725,92516,-1.7805,1.50E+05
2.5707,92444,2.5707,92444,2.5707,92444,-1.7327,1.50E+05
2.5688,92362,2.5688,92362,2.5688,92362,-1.6844,1.50E+05
2.5668,92274,2.5668,92274,2.5668,92274,-1.6356,1.51E+05
2.5648,92193,2.5648,92193,2.5648,92193,-1.5863,1.51E+05
2.5627,92097,2.5627,92097,2.5627,92097,-1.5367,1.51E+05
2.5605,91990,2.5605,91990,2.5605,91990,-1.4865,1.51E+05
2.558,91885,2.558,91885,2.558,91885,-1.436,1.51E+05
2.5552,91784,2.5552,91784,2.5552,91784,-1.385,1.52E+05
2.5523,91695,2.5523,91695,2.5523,91695,-1.3335,1.52E+05
2.5494,91619,2.5494,91619,2.5494,91619,-1.2817,1.52E+05
2.5466,91540,2.5466,91540,2.5466,91540,-1.2293,1.52E+05
2.5437,91451,2.5437,91451,2.5437,91451,-1.1766,1.53E+05
2.5408,91361,2.5408,91361,2.5408,91361,-1.1235,1.53E+05
2.5378,91259,2.5378,91259,2.5378,91259,-1.0699,1.53E+05
2.5346,91159,2.5346,91159,2.5346,91159,-1.0159,1.53E+05
2.5312,91075,2.5312,91075,2.5312,91075,-0.96151,1.54E+05
2.5278,91003,2.5278,91003,2.5278,91003,-0.90669,1.54E+05
2.5244,90935,2.5244,90935,2.5244,90935,-0.85147,1.54E+05
2.521,90852,2.521,90852,2.521,90852,-0.79583,1.54E+05
2.5176,90746,2.5176,90746,2.5176,90746,-0.7398,1.54E+05
2.514,90608,2.514,90608,2.514,90608,-0.68336,1.55E+05
2.51,90475,2.51,90475,2.51,90475,-0.62653,1.55E+05
2.5059,90361,2.5059,90361,2.5059,90361,-0.5693,1.55E+05
2.5016,90273,2.5016,90273,2.5016,90273,-0.51167,1.55E+05
2.4973,90224,2.4973,90224,2.4973,90224,-0.45366,1.56E+05
2.4931,90185,2.4931,90185,2.4931,90185,-0.39526,1.56E+05
2.489,90144,2.489,90144,2.489,90144,-0.33647,1.56E+05
2.4849,90091,2.4849,90091,2.4849,90091,-0.27731,1.57E+05
2.4808,90012,2.4808,90012,2.4808,90012,-0.21777,1.57E+05
2.4765,89912,2.4765,89912,2.4765,89912,-0.15785,1.57E+05
2.4721,89811,2.4721,89811,2.4721,89811,-0.097559,1.57E+05
2.4675,89713,2.4675,89713,2.4675,89713,-0.036899,1.58E+05
2.4628,89628,2.4628,89628,2.4628,89628,0.024127,1.58E+05
2.4579,89563,2.4579,89563,2.4579,89563,0.085517,1.58E+05
2.4531,89515,2.4531,89515,2.4531,89515,0.14727,1.58E+05
2.4482,89473,2.4482,89473,2.4482,89473,0.20938,1.59E+05
2.4433,89439,2.4433,89439,2.4433,89439,0.27185,1.59E+05
2.4386,89393,2.4386,89393,2.4386,89393,0.33467,1.59E+05
2.4338,89323,2.4338,89323,2.4338,89323,0.39784,1.59E+05
2.4287,89246,2.4287,89246,2.4287,89246,0.46136,1.60E+05
2.4235,89159,2.4235,89159,2.4235,89159,0.52523,1.60E+05
2.4181,89085,2.4181,89085,2.4181,89085,0.58943,1.60E+05
2.4126,89033,2.4126,89033,2.4126,89033,0.65398,1.61E+05
2.4073,89000,2.4073,89000,2.4073,89000,0.71887,1.61E+05
2.4022,88975,2.4022,88975,2.4022,88975,0.78409,1.61E+05
2.397,88946,2.397,88946,2.397,88946,0.84964,1.61E+05
2.3918,88904,2.3918,88904,2.3918,88904,0.91553,1.62E+05
2.3863,88854,2.3863,88854,2.3863,88854,0.98174,1.62E+05
2.3805,88807,2.3805,88807,2.3805,88807,1.0483,1.62E+05
2.3746,88767,2.3746,88767,2.3746,88767,1.1151,1.63E+05
2.3687,88727,2.3687,88727,2.3687,88727,1.1823,1.63E+05
2.3629,88683,2.3629,88683,2.3629,88683,1.2498,1.63E+05
2.3571,88630,2.3571,88630,2.3571,88630,1.3176,1.64E+05
2.3512,88574,2.3512,88574,2.3512,88574,1.3858,1.64E+05
2.3451,88531,2.3451,88531,2.3451,88531,1.4542,1.64E+05
2.339,88507,2.339,88507,2.339,88507,1.5229,1.64E+05
2.3328,88496,2.3328,88496,2.3328,88496,1.592,1.65E+05
2.3266,88485,2.3266,88485,2.3266,88485,1.6613,1.65E+05
2.3204,88467,2.3204,88467,2.3204,88467,1.731,1.65E+05
2.3141,88434,2.3141,88434,2.3141,88434,1.8009,1.66E+05
2.3077,88394,2.3077,88394,2.3077,88394,1.8712,1.66E+05
2.3011,88362,2.3011,88362,2.3011,88362,1.9417,1.66E+05
2.2945,88341,2.2945,88341,2.2945,88341,2.0125,1.67E+05
2.288,88325,2.288,88325,2.288,88325,2.0837,1.67E+05
2.2815,88306,2.2815,88306,2.2815,88306,2.1551,1.67E+05
2.275,88274,2.275,88274,2.275,88274,2.2268,1.67E+05
2.2684,88230,2.2684,88230,2.2684,88230,2.2987,1.68E+05
2.2617,88182,2.2617,88182,2.2617,88182,2.371,1.68E+05
2.2548,88136,2.2548,88136,2.2548,88136,2.4435,1.68E+05
2.2479,88096,2.2479,88096,2.2479,88096,2.5163,1.69E+05
2.241,88062,2.241,88062,2.241,88062,2.5894,1.69E+05
2.2341,88038,2.2341,88038,2.2341,88038,2.6627,1.69E+05
2.2273,88023,2.2273,88023,2.2273,88023,2.7363,1.70E+05
2.2206,88010,2.2206,88010,2.2206,88010,2.8102,1.70E+05
2.2138,87992,2.2138,87992,2.2138,87992,2.8844,1.70E+05
2.2069,87957,2.2069,87957,2.2069,87957,2.9588,1.71E+05
2.1998,87921,2.1998,87921,2.1998,87921,3.0335,1.71E+05
2.1925,87890,2.1925,87890,2.1925,87890,3.1084,1.71E+05
2.185,87868,2.185,87868,2.185,87868,-3.0996,1.72E+05
2.1776,87864,2.1776,87864,2.1776,87864,-3.0241,1.72E+05
2.1703,87847,2.1703,87847,2.1703,87847,-2.9484,1.72E+05
2.163,87818,2.163,87818,2.163,87818,-2.8724,1.73E+05
2.1558,87776,2.1558,87776,2.1558,87776,-2.7961,1.73E+05
2.1483,87723,2.1483,87723,2.1483,87723,-2.7196,1.73E+05
2.1406,87683,2.1406,87683,2.1406,87683,-2.6428,1.74E+05
2.1328,87655,2.1328,87655,2.1328,87655,-2.5658,1.74E+05
2.125,87642,2.125,87642,2.125,87642,-2.4885,1.74E+05
2.1172,87647,2.1172,87647,2.1172,87647,-2.4109,1.75E+05
2.1095,87653,2.1095,87653,2.1095,87653,-2.3331,1.75E+05
2.1019,87661,2.1019,87661,2.1019,87661,-2.255,1.75E+05
2.0943,87666,2.0943,87666,2.0943,87666,-2.1767,1.76E+05
2.0867,87662,2.0867,87662,2.0867,87662,-2.0981,1.76E+05
2.0789,87657,2.0789,87657,2.0789,87657,-2.0192,1.76E+05
2.0709,87649,2.0709,87649,2.0709,87649,-1.94,1.77E+05
2.0627,87642,2.0627,87642,2.0627,87642,-1.8606,1.77E+05
2.0544,87627,2.0544,87627,2.0544,87627,-1.781,1.77E+05
2.0461,87607,2.0461,87607,2.0461,87607,-1.7011,1.78E+05
2.0376,87591,2.0376,87591,2.0376,87591,-1.6209,1.78E+05
2.029,87575,2.029,87575,2.029,87575,-1.5404,1.78E+05
2.0204,87582,2.0204,87582,2.0204,87582,-1.4597,1.79E+05
2.0121,87600,2.0121,87600,2.0121,87600,-1.3788,1.79E+05
2.0039,87607,2.0039,87607,2.0039,87607,-1.2976,1.79E+05
1.9957,87605,1.9957,87605,1.9957,87605,-1.2161,1.80E+05
1.9873,87589,1.9873,87589,1.9873,87589,-1.1343,1.80E+05
1.9786,87572,1.9786,87572,1.9786,87572,-1.0523,1.80E+05
1.9696,87574,1.9696,87574,1.9696,87574,-0.97007,1.81E+05
1.9606,87595,1.9606,87595,1.9606,87595,-0.88754,1.81E+05
1.9506,87414,1.9506,87414,1.9506,87414,-0.80519,1.80E+05
1.9275,83130,1.9275,83130,1.9275,83130,-0.72889,1.71E+05
1.8853,72498,1.8853,72498,1.8853,72498,-0.65972,1.52E+05
1.7949,56200,1.7949,56200,1.7949,56200,-0.59094,1.23E+05
1.5292,40303,1.5292,40303,1.5292,40303,-0.50597,87182
0.87071,68419,0.87071,68419,0.87071,68419,-0.39087,59296
0.26834,35285,0.26834,35285,0.26834,35285,-0.1946,43190
0.11888,32144,0.11888,32144,0.11888,32144,0.05184,36780
0.2044,36804,0.2044,36804,0.2044,36804,0.2044,36804
0.3365,40471,0.3365,40471,0.3365,40471,0.3365,40471
0.44609,44000,0.44609,44000,0.44609,44000,0.44609,44000
0.5401,47875,0.5401,47875,0.5401,47875,0.5401,47875
0.6236,52190,0.6236,52190,0.6236,52190,0.6236,52190
0.70298,56904,0.70298,56904,0.70298,56904,0.70298,56904
0.77913,61636,0.77913,61636,0.77913,61636,0.77913,61636
0.85062,66247,0.85062,66247,0.85062,66247,0.85062,66247
0.91756,70802,0.91756,70802,0.91756,70802,0.91756,70802
0.98114,75384,0.98114,75384,0.98114,75384,0.98114,75384
1.043,79984,1.043,79984,1.043,79984,1.043,79984
1.1038,84525,1.1038,84525,1.1038,84525,1.1038,84525
1.1633,88966,1.1633,88966,1.1633,88966,1.1633,88966
1.2216,93281,1.2216,93281,1.2216,93281,1.2216,93281
1.2785,97443,1.2785,97443,1.2785,97443,1.2785,97443
1.3342,1.01E+05,1.3342,1.01E+05,1.3342,1.01E+05,1.3342,1.01E+05
1.3891,1.05E+05,1.3891,1.05E+05,1.3891,1.05E+05,1.3891,1.05E+05
1.4443,1.09E+05,1.4443,1.09E+05,1.4443,1.09E+05,1.4443,1.09E+05
1.5015,1.14E+05,1.5015,1.14E+05,1.5015,1.14E+05,1.5015,1.14E+05
1.5621,1.18E+05,1.5621,1.18E+05,1.5621,1.18E+05,1.5621,1.18E+05
1.6267,1.22E+05,1.6267,1.22E+05,1.6267,1.22E+05,1.6267,1.22E+05
1.6942,1.27E+05,1.6942,1.27E+05,1.6942,1.27E+05,1.6942,1.27E+05
1.7625,1.31E+05,1.7625,1.31E+05,1.7625,1.31E+05,1.7625,1.31E+05
1.8288,1.34E+05,1.8288,1.34E+05,1.8288,1.34E+05,1.8288,1.34E+05
1.8917,1.37E+05,1.8917,1.37E+05,1.8917,1.37E+05,1.8917,1.37E+05
1.9504,1.39E+05,1.9504,1.39E+05,1.9504,1.39E+05,1.9504,1.39E+05
2.0051,1.40E+05,2.0051,1.40E+05,2.0051,1.40E+05,2.0051,1.40E+05
2.0565,1.41E+05,2.0565,1.41E+05,2.0565,1.41E+05,2.0565,1.41E+05
2.1054,1.41E+05,2.1054,1.41E+05,2.1054,1.41E+05,2.1054,1.41E+05
2.1521,1.41E+05,2.1521,1.41E+05,2.1521,1.41E+05,2.1521,1.41E+05
2.1969,1.41E+05,2.1969,1.41E+05,2.1969,1.41E+05,2.1969,1.41E+05
2.2399,1.40E+05,2.2399,1.40E+05,2.2399,1.40E+05,2.2399,1.40E+05
2.2811,1.38E+05,2.2811,1.38E+05,2.2811,1.38E+05,2.2811,1.38E+05
2.3207,1.36E+05,2.3207,1.36E+05,2.3207,1.36E+05,2.3207,1.36E+05
2.3586,1.34E+05,2.3586,1.34E+05,2.3586,1.34E+05,2.3586,1.34E+05
2.3951,1.31E+05,2.3951,1.31E+05,2.3951,1.31E+05,2.3951,1.31E+05
2.4303,1.28E+05,2.4303,1.28E+05,2.4303,1.28E+05,2.4303,1.28E+05
2.4639,1.25E+05,2.4639,1.25E+05,2.4639,1.25E+05,2.4639,1.25E+05
2.496,1.21E+05,2.496,1.21E+05,2.496,1.21E+05,2.496,1.21E+05
