05_V_A_Ang,05_V_A_Mag,05_V_B_Ang,05_V_B_Mag,05_V_C_Ang,05_V_C_Mag,05_V_D_Ang,05_V_D_Mag
-2.3322,1.26E+05,-2.3322,1.26E+05,-2.3322,1.26E+05,-2.3322,1.26E+05
-2.3317,1.26E+05,-2.3317,1.26E+05,-2.3317,1.26E+05,-2.3317,1.26E+05
-2.3312,1.26E+05,-2.3312,1.26E+05,-2.3312,1.26E+05,-2.3312,1.26E+05
-2.3306,1.26E+05,-2.3306,1.26E+05,-2.3306,1.26E+05,-2.3306,1.26E+05
-2.33,1.26E+05,-2.33,1.26E+05,-2.33,1.26E+05,-2.33,1.26E+05
-2.3292,1.26E+05,-2.3292,1.26E+05,-2.3292,1.26E+05,-2.3292,1.26E+05
-2.3285,1.26E+05,-2.3285,1.26E+05,-2.3285,1.26E+05,-2.3285,1.26E+05
-2.3279,1.26E+05,-2.3279,1.26E+05,-2.3279,1.26E+05,-2.3279,1.26E+05
-2.3275,1.26E+05,-2.3275,1.26E+05,-2.3275,1.26E+05,-2.3275,1.26E+05
-2.3271,1.26E+05,-2.3271,1.26E+05,-2.3271,1.26E+05,-2.3271,1.26E+05
-2.3266,1.26E+05,-2.3266,1.26E+05,-2.3266,1.26E+05,-2.3266,1.26E+05
-2.3261,1.26E+05,-2.3261,1.26E+05,-2.3261,1.26E+05,-2.3261,1.26E+05
-2.3254,1.26E+05,-2.3254,1.26E+05,-2.3254,1.26E+05,-2.3254,1.26E+05
-2.3247,1.26E+05,-2.3247,1.26E+05,-2.3247,1.26E+05,-2.3247,1.26E+05
-2.3241,1.26E+05,-2.3241,1.26E+05,-2.3241,1.26E+05,-2.3241,1.26E+05
-2.3235,1.26E+05,-2.3235,1.26E+05,-2.3235,1.26E+05,-2.3235,1.26E+05
-2.3229,1.26E+05,-2.3229,1.26E+05,-2.3229,1.26E+05,-2.3229,1.26E+05
-2.3222,1.26E+05,-2.3222,1.26E+05,-2.3222,1.26E+05,-2.3222,1.26E+05
-2.3216,1.26E+05,-2.3216,1.26E+05,-2.3216,1.26E+05,-2.3216,1.26E+05
-2.321,1.26E+05,-2.321,1.26E+05,-2.321,1.26E+05,-2.321,1.26E+05
-2.3206,1.26E+05,-2.3206,1.26E+05,-2.3206,1.26E+05,-2.3206,1.26E+05
-2.3204,1.26E+05,-2.3204,1.26E+05,-2.3204,1.26E+05,-2.3204,1.26E+05
-2.3201,1.26E+05,-2.3201,1.26E+05,-2.3201,1.26E+05,-2.3201,1.26E+05
-2.3196,1.26E+05,-2.3196,1.26E+05,-2.3196,1.26E+05,-2.3196,1.26E+05
-2.319,1.26E+05,-2.319,1.26E+05,-2.319,1.26E+05,-2.319,1.26E+05
-2.3183,1.26E+05,-2.3183,1.26E+05,-2.3183,1.26E+05,-2.3183,1.26E+05
-2.3176,1.26E+05,-2.3176,1.26E+05,-2.3176,1.26E+05,-2.3176,1.26E+05
-2.3169,1.26E+05,-2.3169,1.26E+05,-2.3169,1.26E+05,-2.3169,1.26E+05
-2.3164,1.26E+05,-2.3164,1.26E+05,-2.3164,1.26E+05,-2.3164,1.26E+05
-2.3158,1.26E+05,-2.3158,1.26E+05,-2.3158,1.26E+05,-2.3158,1.26E+05
-2.3152,1.26E+05,-2.3152,1.26E+05,-2.3152,1.26E+05,-2.3152,1.26E+05
-2.3146,1.26E+05,-2.3146,1.26E+05,-2.3146,1.26E+05,-2.3146,1.26E+05
-2.3139,1.26E+05,-2.3139,1.26E+05,-2.3139,1.26E+05,-2.3139,1.26E+05
-2.3133,1.26E+05,-2.3133,1.26E+05,-2.3133,1.26E+05,-2.3133,1.26E+05
-2.3127,1.26E+05,-2.3127,1.26E+05,-2.3127,1.26E+05,-2.3127,1.26E+05
-2.3122,1.26E+05,-2.3122,1.26E+05,-2.3122,1.26E+05,-2.3122,1.26E+05
-2.3118,1.26E+05,-2.3118,1.26E+05,-2.3118,1.26E+05,-2.3118,1.26E+05
-2.3114,1.26E+05,-2.3114,1.26E+05,-2.3114,1.26E+05,-2.3114,1.26E+05
-2.3109,1.26E+05,-2.3109,1.26E+05,-2.3109,1.26E+05,-2.3109,1.26E+05
-2.3104,1.26E+05,-2.3104,1.26E+05,-2.3104,1.26E+05,-2.3104,1.26E+05
-2.3099,1.26E+05,-2.3099,1.26E+05,-2.3099,1.26E+05,-2.3099,1.26E+05
-2.3093,1.26E+05,-2.3093,1.26E+05,-2.3093,1.26E+05,-2.3093,1.26E+05
-2.3088,1.26E+05,-2.3088,1.26E+05,-2.3088,1.26E+05,-2.3088,1.26E+05
-2.3082,1.26E+05,-2.3082,1.26E+05,-2.3082,1.26E+05,-2.3082,1.26E+05
-2.3076,1.26E+05,-2.3076,1.26E+05,-2.3076,1.26E+05,-2.3076,1.26E+05
-2.3069,1.26E+05,-2.3069,1.26E+05,-2.3069,1.26E+05,-2.3069,1.26E+05
-2.3063,1.26E+05,-2.3063,1.26E+05,-2.3063,1.26E+05,-2.3063,1.26E+05
-2.3058,1.26E+05,-2.3058,1.26E+05,-2.3058,1.26E+05,-2.3058,1.26E+05
-2.3053,1.26E+05,-2.3053,1.26E+05,-2.3053,1.26E+05,-2.3053,1.26E+05
-2.3047,1.26E+05,-2.3047,1.26E+05,-2.3047,1.26E+05,-2.3047,1.26E+05
-2.304,1.26E+05,-2.304,1.26E+05,-2.304,1.26E+05,-2.304,1.26E+05
-2.3033,1.26E+05,-2.3033,1.26E+05,-2.3033,1.26E+05,-2.3033,1.26E+05
-2.3027,1.26E+05,-2.3027,1.26E+05,-2.3027,1.26E+05,-2.3027,1.26E+05
-2.3023,1.26E+05,-2.3023,1.26E+05,-2.3023,1.26E+05,-2.3023,1.26E+05
-2.302,1.26E+05,-2.302,1.26E+05,-2.302,1.26E+05,-2.302,1.26E+05
-2.3016,1.26E+05,-2.3016,1.26E+05,-2.3016,1.26E+05,-2.3016,1.26E+05
-2.3011,1.26E+05,-2.3011,1.26E+05,-2.3011,1.26E+05,-2.3011,1.26E+05
-2.3005,1.26E+05,-2.3005,1.26E+05,-2.3005,1.26E+05,-2.3005,1.26E+05
-2.3,1.26E+05,-2.3,1.26E+05,-2.3,1.26E+05,-2.3,1.26E+05
-2.2995,1.26E+05,-2.2995,1.26E+05,-2.2995,1.26E+05,-2.2995,1.26E+05
-2.299,1.26E+05,-2.299,1.26E+05,-2.299,1.26E+05,-2.299,1.26E+05
-2.2985,1.26E+05,-2.2985,1.26E+05,-2.2985,1.26E+05,-2.2985,1.26E+05
-2.2977,1.26E+05,-2.2977,1.26E+05,-2.2977,1.26E+05,-2.2977,1.26E+05
-2.297,1.26E+05,-2.297,1.26E+05,-2.297,1.26E+05,-2.297,1.26E+05
-2.2963,1.26E+05,-2.2963,1.26E+05,-2.2963,1.26E+05,-2.2963,1.26E+05
-2.296,1.26E+05,-2.296,1.26E+05,-2.296,1.26E+05,-2.296,1.26E+05
-2.2956,1.26E+05,-2.2956,1.26E+05,-2.2956,1.26E+05,-2.2956,1.26E+05
-2.2952,1.26E+05,-2.2952,1.26E+05,-2.2952,1.26E+05,-2.2952,1.26E+05
-2.2946,1.26E+05,-2.2946,1.26E+05,-2.2946,1.26E+05,-2.2946,1.26E+05
-2.2937,1.26E+05,-2.2937,1.26E+05,-2.2937,1.26E+05,-2.2937,1.26E+05
-2.293,1.26E+05,-2.293,1.26E+05,-2.293,1.26E+05,-2.293,1.26E+05
-2.2925,1.26E+05,-2.2925,1.26E+05,-2.2925,1.26E+05,-2.2925,1.26E+05
-2.2922,1.26E+05,-2.2922,1.26E+05,-2.2922,1.26E+05,-2.2922,1.26E+05
-2.2918,1.26E+05,-2.2918,1.26E+05,-2.2918,1.26E+05,-2.2918,1.26E+05
-2.2914,1.26E+05,-2.2914,1.26E+05,-2.2914,1.26E+05,-2.2914,1.26E+05
-2.2908,1.26E+05,-2.2908,1.26E+05,-2.2908,1.26E+05,-2.2908,1.26E+05
-2.2901,1.26E+05,-2.2901,1.26E+05,-2.2901,1.26E+05,-2.2901,1.26E+05
-2.2896,1.26E+05,-2.2896,1.26E+05,-2.2896,1.26E+05,-2.2896,1.26E+05
-2.2892,1.26E+05,-2.2892,1.26E+05,-2.2892,1.26E+05,-2.2892,1.26E+05
-2.2887,1.26E+05,-2.2887,1.26E+05,-2.2887,1.26E+05,-2.2887,1.26E+05
-2.288,1.26E+05,-2.288,1.26E+05,-2.288,1.26E+05,-2.288,1.26E+05
-2.2872,1.26E+05,-2.2872,1.26E+05,-2.2872,1.26E+05,-2.2872,1.26E+05
-2.2864,1.26E+05,-2.2864,1.26E+05,-2.2864,1.26E+05,-2.2864,1.26E+05
-2.2857,1.26E+05,-2.2857,1.26E+05,-2.2857,1.26E+05,-2.2857,1.26E+05
-2.2851,1.26E+05,-2.2851,1.26E+05,-2.2851,1.26E+05,-2.2851,1.26E+05
-2.2847,1.26E+05,-2.2847,1.26E+05,-2.2847,1.26E+05,-2.2847,1.26E+05
-2.2842,1.26E+05,-2.2842,1.26E+05,-2.2842,1.26E+05,-2.2842,1.26E+05
-2.2837,1.26E+05,-2.2837,1.26E+05,-2.2837,1.26E+05,-2.2837,1.26E+05
-2.2832,1.26E+05,-2.2832,1.26E+05,-2.2832,1.26E+05,-2.2832,1.26E+05
-2.2827,1.26E+05,-2.2827,1.26E+05,-2.2827,1.26E+05,-2.2827,1.26E+05
-2.2822,1.26E+05,-2.2822,1.26E+05,-2.2822,1.26E+05,-2.2822,1.26E+05
-2.2817,1.26E+05,-2.2817,1.26E+05,-2.2817,1.26E+05,-2.2817,1.26E+05
-2.2811,1.26E+05,-2.2811,1.26E+05,-2.2811,1.26E+05,-2.2811,1.26E+05
-2.2805,1.26E+05,-2.2805,1.26E+05,-2.2805,1.26E+05,-2.2805,1.26E+05
-2.28,1.26E+05,-2.28,1.26E+05,-2.28,1.26E+05,-2.28,1.26E+05
-2.2796,1.26E+05,-2.2796,1.26E+05,-2.2796,1.26E+05,-2.2796,1.26E+05
-2.279,1.26E+05,-2.279,1.26E+05,-2.279,1.26E+05,-2.279,1.26E+05
-2.2784,1.26E+05,-2.2784,1.26E+05,-2.2784,1.26E+05,-2.2784,1.26E+05
-2.2777,1.26E+05,-2.2777,1.26E+05,-2.2777,1.26E+05,-2.2777,1.26E+05
-2.277,1.26E+05,-2.277,1.26E+05,-2.277,1.26E+05,-2.277,1.26E+05
-2.2764,1.26E+05,-2.2764,1.26E+05,-2.2764,1.26E+05,-2.2764,1.26E+05
-2.2758,1.26E+05,-2.2758,1.26E+05,-2.2758,1.26E+05,-2.2758,1.26E+05
-2.2753,1.26E+05,-2.2753,1.26E+05,-2.2753,1.26E+05,-2.2753,1.26E+05
-2.2749,1.26E+05,-2.2749,1.26E+05,-2.2749,1.26E+05,-2.2749,1.26E+05
-2.2744,1.26E+05,-2.2744,1.26E+05,-2.2744,1.26E+05,-2.2744,1.26E+05
-2.2739,1.26E+05,-2.2739,1.26E+05,-2.2739,1.26E+05,-2.2739,1.26E+05
-2.2732,1.26E+05,-2.2732,1.26E+05,-2.2732,1.26E+05,-2.2732,1.26E+05
-2.2723,1.26E+05,-2.2723,1.26E+05,-2.2723,1.26E+05,-2.2723,1.26E+05
-2.2715,1.26E+05,-2.2715,1.26E+05,-2.2715,1.26E+05,-2.2715,1.26E+05
-2.271,1.26E+05,-2.271,1.26E+05,-2.271,1.26E+05,-2.271,1.26E+05
-2.2706,1.26E+05,-2.2706,1.26E+05,-2.2706,1.26E+05,-2.2706,1.26E+05
-2.2703,1.26E+05,-2.2703,1.26E+05,-2.2703,1.26E+05,-2.2703,1.26E+05
-2.2699,1.26E+05,-2.2699,1.26E+05,-2.2699,1.26E+05,-2.2699,1.26E+05
-2.2694,1.26E+05,-2.2694,1.26E+05,-2.2694,1.26E+05,-2.2694,1.26E+05
-2.2688,1.26E+05,-2.2688,1.26E+05,-2.2688,1.26E+05,-2.2688,1.26E+05
-2.2683,1.26E+05,-2.2683,1.26E+05,-2.2683,1.26E+05,-2.2683,1.26E+05
-2.2679,1.26E+05,-2.2679,1.26E+05,-2.2679,1.26E+05,-2.2679,1.26E+05
-2.2675,1.26E+05,-2.2675,1.26E+05,-2.2675,1.26E+05,-2.2675,1.26E+05
-2.2668,1.26E+05,-2.2668,1.26E+05,-2.2668,1.26E+05,-2.2668,1.26E+05
-2.2661,1.26E+05,-2.2661,1.26E+05,-2.2661,1.26E+05,-2.2661,1.26E+05
-2.2654,1.26E+05,-2.2654,1.26E+05,-2.2654,1.26E+05,-2.2654,1.26E+05
-2.265,1.26E+05,-2.265,1.26E+05,-2.265,1.26E+05,-2.265,1.26E+05
-2.2648,1.26E+05,-2.2648,1.26E+05,-2.2648,1.26E+05,-2.2648,1.26E+05
-2.2645,1.26E+05,-2.2645,1.26E+05,-2.2645,1.26E+05,-2.2645,1.26E+05
-2.2639,1.26E+05,-2.2639,1.26E+05,-2.2639,1.26E+05,-2.2639,1.26E+05
-2.2632,1.26E+05,-2.2632,1.26E+05,-2.2632,1.26E+05,-2.2632,1.26E+05
-2.2623,1.26E+05,-2.2623,1.26E+05,-2.2623,1.26E+05,-2.2623,1.26E+05
-2.2615,1.26E+05,-2.2615,1.26E+05,-2.2615,1.26E+05,-2.2615,1.26E+05
-2.2609,1.26E+05,-2.2609,1.26E+05,-2.2609,1.26E+05,-2.2609,1.26E+05
-2.2605,1.26E+05,-2.2605,1.26E+05,-2.2605,1.26E+05,-2.2605,1.26E+05
-2.2602,1.26E+05,-2.2602,1.26E+05,-2.2602,1.26E+05,-2.2602,1.26E+05
-2.2599,1.26E+05,-2.2599,1.26E+05,-2.2599,1.26E+05,-2.2599,1.26E+05
-2.2595,1.26E+05,-2.2595,1.26E+05,-2.2595,1.26E+05,-2.2595,1.26E+05
-2.2591,1.26E+05,-2.2591,1.26E+05,-2.2591,1.26E+05,-2.2591,1.26E+05
-2.2586,1.26E+05,-2.2586,1.26E+05,-2.2586,1.26E+05,-2.2586,1.26E+05
-2.2581,1.26E+05,-2.2581,1.26E+05,-2.2581,1.26E+05,-2.2581,1.26E+05
-2.2575,1.26E+05,-2.2575,1.26E+05,-2.2575,1.26E+05,-2.2575,1.26E+05
-2.2568,1.26E+05,-2.2568,1.26E+05,-2.2568,1.26E+05,-2.2568,1.26E+05
-2.2562,1.26E+05,-2.2562,1.26E+05,-2.2562,1.26E+05,-2.2562,1.26E+05
-2.2555,1.26E+05,-2.2555,1.26E+05,-2.2555,1.26E+05,-2.2555,1.26E+05
-2.2549,1.26E+05,-2.2549,1.26E+05,-2.2549,1.26E+05,-2.2549,1.26E+05
-2.2544,1.26E+05,-2.2544,1.26E+05,-2.2544,1.26E+05,-2.2544,1.26E+05
-2.2538,1.26E+05,-2.2538,1.26E+05,-2.2538,1.26E+05,-2.2538,1.26E+05
-2.2531,1.26E+05,-2.2531,1.26E+05,-2.2531,1.26E+05,-2.2531,1.26E+05
-2.2525,1.26E+05,-2.2525,1.26E+05,-2.2525,1.26E+05,-2.2525,1.26E+05
-2.2518,1.26E+05,-2.2518,1.26E+05,-2.2518,1.26E+05,-2.2518,1.26E+05
-2.2512,1.26E+05,-2.2512,1.26E+05,-2.2512,1.26E+05,-2.2512,1.26E+05
-2.2505,1.26E+05,-2.2505,1.26E+05,-2.2505,1.26E+05,-2.2505,1.26E+05
-2.2499,1.26E+05,-2.2499,1.26E+05,-2.2499,1.26E+05,-2.2499,1.26E+05
-2.2493,1.26E+05,-2.2493,1.26E+05,-2.2493,1.26E+05,-2.2493,1.26E+05
-2.2489,1.26E+05,-2.2489,1.26E+05,-2.2489,1.26E+05,-2.2489,1.26E+05
-2.2484,1.26E+05,-2.2484,1.26E+05,-2.2484,1.26E+05,-2.2484,1.26E+05
-2.248,1.26E+05,-2.248,1.26E+05,-2.248,1.26E+05,-2.248,1.26E+05
-2.2474,1.26E+05,-2.2474,1.26E+05,-2.2474,1.26E+05,-2.2474,1.26E+05
-2.2468,1.26E+05,-2.2468,1.26E+05,-2.2468,1.26E+05,-2.2468,1.26E+05
-2.2462,1.26E+05,-2.2462,1.26E+05,-2.2462,1.26E+05,-2.2462,1.26E+05
-2.2457,1.26E+05,-2.2457,1.26E+05,-2.2457,1.26E+05,-2.2457,1.26E+05
-2.2452,1.26E+05,-2.2452,1.26E+05,-2.2452,1.26E+05,-2.2452,1.26E+05
-2.2446,1.26E+05,-2.2446,1.26E+05,-2.2446,1.26E+05,-2.2446,1.26E+05
-2.244,1.26E+05,-2.244,1.26E+05,-2.244,1.26E+05,-2.244,1.26E+05
-2.2435,1.26E+05,-2.2435,1.26E+05,-2.2435,1.26E+05,-2.2435,1.26E+05
-2.2431,1.26E+05,-2.2431,1.26E+05,-2.2431,1.26E+05,-2.2431,1.26E+05
-2.2426,1.26E+05,-2.2426,1.26E+05,-2.2426,1.26E+05,-2.2426,1.26E+05
-2.2423,1.26E+05,-2.2423,1.26E+05,-2.2423,1.26E+05,-2.2423,1.26E+05
-2.2418,1.26E+05,-2.2418,1.26E+05,-2.2418,1.26E+05,-2.2418,1.26E+05
-2.2412,1.26E+05,-2.2412,1.26E+05,-2.2412,1.26E+05,-2.2412,1.26E+05
-2.2406,1.26E+05,-2.2406,1.26E+05,-2.2406,1.26E+05,-2.2406,1.26E+05
-2.24,1.26E+05,-2.24,1.26E+05,-2.24,1.26E+05,-2.24,1.26E+05
-2.2394,1.26E+05,-2.2394,1.26E+05,-2.2394,1.26E+05,-2.2394,1.26E+05
-2.2389,1.26E+05,-2.2389,1.26E+05,-2.2389,1.26E+05,-2.2389,1.26E+05
-2.2382,1.26E+05,-2.2382,1.26E+05,-2.2382,1.26E+05,-2.2382,1.26E+05
-2.2376,1.26E+05,-2.2376,1.26E+05,-2.2376,1.26E+05,-2.2376,1.26E+05
-2.237,1.26E+05,-2.237,1.26E+05,-2.237,1.26E+05,-2.237,1.26E+05
-2.2366,1.26E+05,-2.2366,1.26E+05,-2.2366,1.26E+05,-2.2366,1.26E+05
-2.2362,1.26E+05,-2.2362,1.26E+05,-2.2362,1.26E+05,-2.2362,1.26E+05
-2.2356,1.26E+05,-2.2356,1.26E+05,-2.2356,1.26E+05,-2.2356,1.26E+05
-2.2349,1.26E+05,-2.2349,1.26E+05,-2.2349,1.26E+05,-2.2349,1.26E+05
-2.2342,1.26E+05,-2.2342,1.26E+05,-2.2342,1.26E+05,-2.2342,1.26E+05
-2.2335,1.26E+05,-2.2335,1.26E+05,-2.2335,1.26E+05,-2.2335,1.26E+05
-2.233,1.26E+05,-2.233,1.26E+05,-2.233,1.26E+05,-2.233,1.26E+05
-2.2327,1.26E+05,-2.2327,1.26E+05,-2.2327,1.26E+05,-2.2327,1.26E+05
-2.2323,1.26E+05,-2.2323,1.26E+05,-2.2323,1.26E+05,-2.2323,1.26E+05
-2.2318,1.26E+05,-2.2318,1.26E+05,-2.2318,1.26E+05,-2.2318,1.26E+05
-2.2313,1.26E+05,-2.2313,1.26E+05,-2.2313,1.26E+05,-2.2313,1.26E+05
-2.2308,1.26E+05,-2.2308,1.26E+05,-2.2308,1.26E+05,-2.2308,1.26E+05
-2.2303,1.26E+05,-2.2303,1.26E+05,-2.2303,1.26E+05,-2.2303,1.26E+05
-2.2298,1.26E+05,-2.2298,1.26E+05,-2.2298,1.26E+05,-2.2298,1.26E+05
-2.2292,1.26E+05,-2.2292,1.26E+05,-2.2292,1.26E+05,-2.2292,1.26E+05
-2.2286,1.26E+05,-2.2286,1.26E+05,-2.2286,1.26E+05,-2.2286,1.26E+05
-2.228,1.26E+05,-2.228,1.26E+05,-2.228,1.26E+05,-2.228,1.26E+05
-2.2275,1.26E+05,-2.2275,1.26E+05,-2.2275,1.26E+05,-2.2275,1.26E+05
-2.2271,1.26E+05,-2.2271,1.26E+05,-2.2271,1.26E+05,-2.2271,1.26E+05
-2.2266,1.26E+05,-2.2266,1.26E+05,-2.2266,1.26E+05,-2.2266,1.26E+05
-2.2261,1.26E+05,-2.2261,1.26E+05,-2.2261,1.26E+05,-2.2261,1.26E+05
-2.2256,1.26E+05,-2.2256,1.26E+05,-2.2256,1.26E+05,-2.2256,1.26E+05
-2.2251,1.26E+05,-2.2251,1.26E+05,-2.2251,1.26E+05,-2.2251,1.26E+05
-2.2247,1.26E+05,-2.2247,1.26E+05,-2.2247,1.26E+05,-2.2247,1.26E+05
-2.224,1.26E+05,-2.224,1.26E+05,-2.224,1.26E+05,-2.224,1.26E+05
-2.2233,1.26E+05,-2.2233,1.26E+05,-2.2233,1.26E+05,-2.2233,1.26E+05
-2.2226,1.26E+05,-2.2226,1.26E+05,-2.2226,1.26E+05,-2.2226,1.26E+05
-2.2221,1.26E+05,-2.2221,1.26E+05,-2.2221,1.26E+05,-2.2221,1.26E+05
-2.2214,1.26E+05,-2.2214,1.26E+05,-2.2214,1.26E+05,-2.2214,1.26E+05
-2.2211,1.26E+05,-2.2211,1.26E+05,-2.2211,1.26E+05,-2.2211,1.26E+05
-2.2205,1.26E+05,-2.2205,1.26E+05,-2.2205,1.26E+05,-2.2205,1.26E+05
-2.2197,1.26E+05,-2.2197,1.26E+05,-2.2197,1.26E+05,-2.2197,1.26E+05
-2.2188,1.26E+05,-2.2188,1.26E+05,-2.2188,1.26E+05,-2.2188,1.26E+05
-2.2179,1.26E+05,-2.2179,1.26E+05,-2.2179,1.26E+05,-2.2179,1.26E+05
-2.2173,1.26E+05,-2.2173,1.26E+05,-2.2173,1.26E+05,-2.2173,1.26E+05
-2.2169,1.26E+05,-2.2169,1.26E+05,-2.2169,1.26E+05,-2.2169,1.26E+05
-2.2165,1.26E+05,-2.2165,1.26E+05,-2.2165,1.26E+05,-2.2165,1.26E+05
-2.216,1.26E+05,-2.216,1.26E+05,-2.216,1.26E+05,-2.216,1.26E+05
-2.2154,1.26E+05,-2.2154,1.26E+05,-2.2154,1.26E+05,-2.2154,1.26E+05
-2.2148,1.26E+05,-2.2148,1.26E+05,-2.2148,1.26E+05,-2.2148,1.26E+05
-2.2143,1.26E+05,-2.2143,1.26E+05,-2.2143,1.26E+05,-2.2143,1.26E+05
-2.2138,1.26E+05,-2.2138,1.26E+05,-2.2138,1.26E+05,-2.2138,1.26E+05
-0.15647,1.27E+05,-0.15647,1.27E+05,0,0,-0.15647,1.27E+05
-0.15649,1.27E+05,-0.15649,1.27E+05,0,0,-0.15649,1.27E+05
-0.15662,1.27E+05,-0.15662,1.27E+05,0,0,-0.15662,1.27E+05
-0.15675,1.27E+05,-0.15675,1.27E+05,0,0,-0.15675,1.27E+05
-0.15676,1.27E+05,-0.15676,1.27E+05,0,0,-0.15676,1.27E+05
-0.15669,1.27E+05,-0.15669,1.27E+05,0,0,-0.15669,1.27E+05
-0.15665,1.27E+05,-0.15665,1.27E+05,0,0,-0.15665,1.27E+05
-0.15676,1.27E+05,-0.15676,1.27E+05,0,0,-0.15676,1.27E+05
-0.15701,1.27E+05,-0.15701,1.27E+05,0,0,-0.15701,1.27E+05
-0.15709,1.27E+05,-0.15709,1.27E+05,0,0,-0.15709,1.27E+05
-0.15696,1.27E+05,-0.15696,1.27E+05,0,0,-0.15696,1.27E+05
-0.15679,1.27E+05,-0.15679,1.27E+05,0,0,-0.15679,1.27E+05
-0.15672,1.27E+05,-0.15672,1.27E+05,0,0,-0.15672,1.27E+05
-0.1569,1.27E+05,-0.1569,1.27E+05,0,0,-0.1569,1.27E+05
-0.15716,1.27E+05,-0.15716,1.27E+05,0,0,-0.15716,1.27E+05
-0.1572,1.27E+05,-0.1572,1.27E+05,0,0,-0.1572,1.27E+05
-0.15703,1.27E+05,-0.15703,1.27E+05,0,0,-0.15703,1.27E+05
-0.15679,1.27E+05,-0.15679,1.27E+05,0,0,-0.15679,1.27E+05
-0.15667,1.27E+05,-0.15667,1.27E+05,0,0,-0.15667,1.27E+05
-0.15683,1.27E+05,-0.15683,1.27E+05,0,0,-0.15683,1.27E+05
-0.15702,1.27E+05,-0.15702,1.27E+05,0,0,-0.15702,1.27E+05
-0.15707,1.27E+05,-0.15707,1.27E+05,0,0,-0.15707,1.27E+05
-0.15699,1.27E+05,-0.15699,1.27E+05,0,0,-0.15699,1.27E+05
-0.15679,1.27E+05,-0.15679,1.27E+05,0,0,-0.15679,1.27E+05
-0.15668,1.27E+05,-0.15668,1.27E+05,0,0,-0.15668,1.27E+05
-0.15675,1.27E+05,-0.15675,1.27E+05,0,0,-0.15675,1.27E+05
-0.15685,1.27E+05,-0.15685,1.27E+05,0,0,-0.15685,1.27E+05
-0.15685,1.27E+05,-0.15685,1.27E+05,0,0,-0.15685,1.27E+05
-0.15668,1.27E+05,-0.15668,1.27E+05,0,0,-0.15668,1.27E+05
-0.15637,1.27E+05,-0.15637,1.27E+05,0,0,-0.15637,1.27E+05
-0.15612,1.27E+05,-0.15612,1.27E+05,0,0,-0.15612,1.27E+05
-0.15602,1.27E+05,-0.15602,1.27E+05,0,0,-0.15602,1.27E+05
-0.15607,1.27E+05,-0.15607,1.27E+05,0,0,-0.15607,1.27E+05
-0.15608,1.27E+05,-0.15608,1.27E+05,0,0,-0.15608,1.27E+05
-0.15594,1.27E+05,-0.15594,1.27E+05,0,0,-0.15594,1.27E+05
-0.15587,1.27E+05,-0.15587,1.27E+05,0,0,-0.15587,1.27E+05
-0.15582,1.27E+05,-0.15582,1.27E+05,0,0,-0.15582,1.27E+05
-0.15585,1.27E+05,-0.15585,1.27E+05,0,0,-0.15585,1.27E+05
-0.15596,1.27E+05,-0.15596,1.27E+05,0,0,-0.15596,1.27E+05
-0.15582,1.27E+05,-0.15582,1.27E+05,0,0,-0.15582,1.27E+05
-0.15556,1.27E+05,-0.15556,1.27E+05,0,0,-0.15556,1.27E+05
-0.15533,1.27E+05,-0.15533,1.27E+05,0,0,-0.15533,1.27E+05
-0.15511,1.27E+05,-0.15511,1.27E+05,0,0,-0.15511,1.27E+05
-0.1551,1.27E+05,-0.1551,1.27E+05,0,0,-0.1551,1.27E+05
-0.15525,1.27E+05,-0.15525,1.27E+05,0,0,-0.15525,1.27E+05
-0.15543,1.27E+05,-0.15543,1.27E+05,0,0,-0.15543,1.27E+05
-0.15557,1.26E+05,-0.15557,1.26E+05,0,0,-0.15557,1.26E+05
-0.15556,1.27E+05,-0.15556,1.27E+05,0,0,-0.15556,1.27E+05
-0.15542,1.27E+05,-0.15542,1.27E+05,0,0,-0.15542,1.27E+05
-0.15529,1.27E+05,-0.15529,1.27E+05,0,0,-0.15529,1.27E+05
-0.15518,1.27E+05,-0.15518,1.27E+05,0,0,-0.15518,1.27E+05
-0.15511,1.27E+05,-0.15511,1.27E+05,0,0,-0.15511,1.27E+05
-0.15507,1.27E+05,-0.15507,1.27E+05,0,0,-0.15507,1.27E+05
-0.15497,1.27E+05,-0.15497,1.27E+05,0,0,-0.15497,1.27E+05
-0.15489,1.27E+05,-0.15489,1.27E+05,0,0,-0.15489,1.27E+05
-0.15481,1.27E+05,-0.15481,1.27E+05,0,0,-0.15481,1.27E+05
-0.15471,1.27E+05,-0.15471,1.27E+05,0,0,-0.15471,1.27E+05
-0.15452,1.27E+05,-0.15452,1.27E+05,0,0,-0.15452,1.27E+05
-0.15418,1.27E+05,-0.15418,1.27E+05,0,0,-0.15418,1.27E+05
-0.15386,1.27E+05,-0.15386,1.27E+05,0,0,-0.15386,1.27E+05
-0.15363,1.27E+05,-0.15363,1.27E+05,0,0,-0.15363,1.27E+05
-0.15365,1.27E+05,-0.15365,1.27E+05,0,0,-0.15365,1.27E+05
-0.15387,1.27E+05,-0.15387,1.27E+05,0,0,-0.15387,1.27E+05
-0.15406,1.27E+05,-0.15406,1.27E+05,0,0,-0.15406,1.27E+05
-0.15414,1.27E+05,-0.15414,1.27E+05,0,0,-0.15414,1.27E+05
